In Words will be visible once you save the Sales Order.,Борлуулалтын захиалгыг хадгалсны дараа Үгээр харагдах болно.,
In mins,Минутын дотор,
In minutes,Хэдэн минутын дотор,
In print,Хэвлэмэл хэлбэрээр,
"In row {0} of Appointment Booking Slots: ""To Time"" must be later than ""From Time"".","Уулзалтын товлолтын {0}-р эгнээнд: ""Цаг хугацаа"" нь ""Цаг хугацаанаас"" хожуу байх ёстой.",
In stock,Нөөцөд байгаа,
"In the case of multi-tier program, Customers will be auto assigned to the concerned tier as per their spent",Олон шатлалт хөтөлбөрийн хувьд үйлчлүүлэгчид зарцуулсан хөрөнгийнхөө дагуу холбогдох түвшинд автоматаар хуваарилагдана.,
Inactive,Идэвхгүй,
Inactive Customers,Идэвхгүй үйлчлүүлэгчид,
Inactive Sales Items,Борлуулалтын идэвхгүй зүйлс,
Incentive Amount,Урамшууллын хэмжээ,
Incentives,Урамшуулал,
Include Ageing Summary,Хөгшрөлтийн тоймыг оруулна уу,
Include All Assessment Group,Бүх үнэлгээний бүлгийг оруул,
Include Default Book Entries,Өгөгдмөл номын оруулгуудыг оруулах,
Include Descendants,Үр удмаа оруул,
Include Expired,Хугацаа дууссаныг оруулах,
Include Exploded Items,Тэсрүүлсэн зүйлсийг оруулах,
Include Item In Manufacturing,Бүтээгдэхүүнийг үйлдвэрлэлд оруулах,
Include Non Stock Items,Агуулахын бус зүйлсийг оруулах,
Include POS Transactions,ПОС-ын гүйлгээг оруулна уу,
Include Payment,Төлбөрийг оруулах,
Include Payment (POS),Төлбөрийг оруулах (ПОС),
Include Reconciled Entries,Тохируулсан бичилтүүдийг оруулах,
Include Safety Stock in Required Qty Calculation,Шаардлагатай тоо хэмжээний тооцоонд аюулгүйн нөөцийг оруулах,
Include Sub-assembly Raw Materials,Дэд угсралтын түүхий эдийг оруулах,
Include Subcontracted Items,Туслан гүйцэтгэгч эд зүйлсийг оруулах,
Include UOM,UOM оруулах,
Include Website Items belonging to child Item Groups,Хүүхдийн зүйлийн бүлгүүдэд хамаарах вэб сайтын зүйлсийг оруулах,
Include holidays in Total no. of Working Days,Амралтын өдрүүдийг нийт тоонд оруулна. Ажлын өдрүүдийн тухай,
Include holidays within leaves as leaves,Навч доторх амралтын өдрүүдийг навч болгон оруулаарай,
Include in gross,Нийт дүнгээр нь оруулна,
Included in Gross Profit,Нийт ашигт багтсан,
Including items for sub assemblies,Дэд угсралтын эд зүйлсийг багтаасан болно,
Income,Орлого,
Income Account,Орлогын данс,
Income Tax,Орлогын татвар,
Income Tax Amount,Орлогын татварын хэмжээ,
Income Tax Component,Орлогын татварын бүрэлдэхүүн хэсэг,
Income Tax Deductions,Орлогын албан татварын хөнгөлөлт,
Income Tax Slab,Орлогын татварын хавтан,
Income Tax Slab Other Charges,Орлогын татварын хавтан Бусад хураамж,
Income Tax Slab must be effective on or before Payroll Period Start Date: {0},Орлогын татварын хавтан нь Цалингийн хугацаа эхлэх өдөр эсвэл түүнээс өмнө хүчинтэй байх ёстой: {0},
Income Tax Slab not set in Salary Structure Assignment: {0},Орлогын татварын хавтанг Цалингийн бүтцийн хуваарилалтад тохируулаагүй: {0},
Income Tax Slab: {0} is disabled,Орлогын татварын хавтан: {0} идэвхгүй болсон,
Incoming,Ирж байна,
Incoming Call Handling Schedule,Ирж буй дуудлага хүлээн авах хуваарь,
Incoming Call Settings,Ирж буй дуудлагын тохиргоо,
Incoming Rate,Ирж буй хувь,
Incoming Rate (Costing),Ирж буй хувь хэмжээ (өртөг),
Incoming call from {0},{0}-с ирж буй дуудлага,
Incorrect Balance Qty After Transaction,Гүйлгээний дараа үлдэгдэл тоо хэмжээ буруу байна,
Incorrect Batch Consumed,Буруу багц хэрэглэсэн,
Incorrect Date,Буруу огноо,
Incorrect Invoice,Буруу нэхэмжлэх,
Incorrect Payment Type,Буруу төлбөрийн төрөл,
Incorrect Serial No Valuation,Буруу цуваа Үнэлгээгүй,
Incorrect Serial Number Consumed,Буруу серийн дугаар ашигласан,
Incorrect Stock Value Report,Буруу хувьцааны үнийн тайлан,
Incorrect Warehouse,Буруу агуулах,
Incorrect number of General Ledger Entries found. You might have selected a wrong Account in the transaction.,Ерөнхий дэвтрийн буруу тоо олдсон. Та гүйлгээнд буруу данс сонгосон байж магадгүй.,
Incoterm,Инкотерм,
Increase In Asset Life(Months),Хөрөнгийн ашиглалтын хугацаа (сар),
Increment,Нэмэгдүүлэх,
Increment cannot be 0,Өсөлт 0 байж болохгүй,
Increment for Attribute {0} cannot be 0,{0} атрибутын өсөлт 0 байж болохгүй,
Indent,Догол,
Indicates that the package is a part of this delivery (Only Draft),Багц нь энэ хүргэлтийн нэг хэсэг гэдгийг харуулж байна (Зөвхөн ноорог),
Indicator Color,Заагч өнгө,
Indirect Expenses,Шууд бус зардал,
Indirect Income,Шууд бус орлого,
Individual,Хувь хүн,
Industry,Аж үйлдвэр,
Industry Type,Аж үйлдвэрийн төрөл,
Ineligible ITC,Шаардлагагүй ITC,
"Information to help easily interpret the test report, will be printed as part of the Lab Test result.",Туршилтын тайланг хялбархан тайлбарлахад туслах мэдээллийг лабораторийн шинжилгээний үр дүнгийн нэг хэсэг болгон хэвлэнэ.,
Initial Email Notification Sent,Анхны имэйлийн мэдэгдлийг илгээсэн,
Initiated,Санаачилсан,
Initiator Name,Санаачлагчийн нэр,
Inpatient Medication Entry,Эмнэлэгт хэвтэн эмчлүүлэх бүртгэл,
Inpatient Medication Entry Detail,Эмнэлэгт хэвтэн эмчлүүлэх эмийн талаарх дэлгэрэнгүй мэдээлэл,
Inpatient Medication Order,Эмнэлэгт хэвтүүлэн эмчлэх захиалга,
Inpatient Medication Order Entry,Эмнэлэгт хэвтэн эмчлүүлэх эмийн захиалгын бүртгэл,
Inpatient Medication Orders,Эмнэлэгт хэвтүүлэн эмчлэх захиалга,
Inpatient Medication Orders updated successfully,Эмнэлэгт хэвтэх эмийн захиалгыг амжилттай шинэчилсэн,
Inpatient Occupancy,Эмнэлэгт хэвтэн эмчлүүлэх,
Inpatient Record,Эмнэлэгт хэвтэж эмчлүүлэх бүртгэл,
Inpatient Settings,Эмнэлэгт хэвтэн эмчлүүлэх тохиргоо,
Inpatient Status,Эмнэлэгт хэвтэн эмчлүүлэх байдал,
Inpatient Visit Charge,Хэвтэн эмчлүүлэх төлбөр,
Inpatient Visit Charge Item,Эмнэлэгт хэвтэн эмчлүүлэх үйлчилгээний хураамжийн зүйл,
Insert,Оруулах,
Insert New Records,Шинэ бичлэг оруулах,
Inspected By,Шалгасан,
Inspection,Хяналт шалгалт,
Inspection Criteria,Хяналтын шалгуур,
Inspection Rejected,Хяналт шалгалтаас татгалзсан,
Inspection Required,Хяналт шалгалт шаардлагатай,
Inspection Required before Delivery,Хүргэлтийн өмнө хяналт шалгалт хийх шаардлагатай,
Inspection Required before Purchase,Худалдан авахаасаа өмнө үзлэг хийх шаардлагатай,
Inspection Submission,Хяналт шалгалтын материал,
Inspection Type,Хяналтын төрөл,
Installation Date,Суулгах огноо,
Installation Note,Суулгах тэмдэглэл,
Installation Note Item,Суулгах тэмдэглэлийн зүйл,
Installation Note {0} has already been submitted,Суулгах тэмдэглэлийг {0} аль хэдийн илгээсэн байна,
Installation Status,Суурилуулалтын байдал,
Installation Time,Суулгах хугацаа,
Installation date cannot be before delivery date for Item {0},Суурилуулалтын огноо {0}-д хүргэх өдрөөс өмнө байж болохгүй.,
Installed Qty,Суулгасан тоо,
Installing presets,Урьдчилсан тохиргоог суулгаж байна,
Institute Abbreviation,Институтын товчлол,
Institute Name,Институтын нэр,
Institute's Bus,Институтын автобус,
Institution,Байгууллага,
Instructions,Зааварчилгаа,
Instructions to be printed on the worksheet,Ажлын хуудсан дээр хэвлэх заавар,
Instructor,Багш,
Instructor Log,Багшийн бүртгэл,
Instructor Name,Багшийн нэр,
Instructor Records to be created by,Багшийн бүртгэлийг үүсгэнэ,
Instructors,Багш нар,
Insufficient Balance,Үлдэгдэл хангалтгүй,
Insufficient Capacity,Хүчин чадал хангалтгүй,
Insufficient Data,Өгөгдөл хангалтгүй,
Insufficient Permissions,Зөвшөөрөл хангалтгүй,
Insufficient Stock,Хангалтгүй нөөц,
Insufficient Stock for Batch,Багцын нөөц хангалтгүй,
Insufficient leave balance for Leave Type {0},Амралтын төрөл {0}-д үлдээх үлдэгдэл хангалтгүй,
Insurance Company,Даатгалын компани,
Insurance Details,Даатгалын дэлгэрэнгүй мэдээлэл,
Insurance End Date,Даатгал дуусах огноо,
Insurance Start Date,Даатгал эхлэх огноо,
Insurance Start date should be less than Insurance End date,Даатгал эхлэх огноо Даатгал дуусах өдрөөс бага байх ёстой,
Insurance details,Даатгалын дэлгэрэнгүй мэдээлэл,
Insured value,Даатгалын үнэ,
Insurer,Даатгагч,
Integrated Tax,Нэгдсэн татвар,
Integration Details,Интеграцийн дэлгэрэнгүй мэдээлэл,
Integration ID,Интеграцийн ID,
Inter Company Account,Компани хоорондын данс,
Inter Company Invoice Reference,Компани хоорондын нэхэмжлэхийн лавлагаа,
Inter Company Journal Entry,Компани хоорондын сэтгүүлийн бүртгэл,
Inter Company Journal Entry Reference,Компани хоорондын сэтгүүлд бүртгүүлэх лавлагаа,
Inter Company Order Reference,Компани хоорондын захиалгын лавлагаа,
Inter Company Reference,Компани хоорондын лавлагаа,
Inter State tax category for GST State {0} already exists,GST улсын {0} муж хоорондын татварын ангилал аль хэдийн бий,
Inter Warehouse Transfer Settings,Агуулах хоорондын шилжүүлгийн тохиргоо,
Inter-State Supplies,Улс хоорондын хангамж,
Interest,Сонирхол,
Interest %,Хүү %,
Interest Amount,Хүүгийн хэмжээ,
Interest Amount or Principal Amount is mandatory,Хүүгийн хэмжээ эсвэл үндсэн төлбөрийн хэмжээ заавал байх ёстой,
Interest Income Account,Хүүгийн орлогын данс,
Interest Outstanding,Сонирхолгүй,
Interest Payable,Төлбөртэй хүү,
Interest accrued from {0} to {1} against loan: {2},Зээлийн эсрэг {0}-с {1} хүртэл хуримтлагдсан хүү: {2},
Interested,Сонирхсон,
Interests,Сонирхол,
Intermediate,Дунд зэрэг,
Intern,Дадлагажигч,
Internal Customer for company {0} already exists,{0} компанийн дотоод үйлчлүүлэгч аль хэдийн бий,
Internal Sale or Delivery Reference missing.,Дотоод борлуулалт эсвэл хүргэлтийн лавлагаа дутуу байна.,
Internal Sales Reference Missing,Дотоод борлуулалтын лавлагаа дутуу байна,
Internal Supplier for company {0} already exists,{0} компанийн дотоод ханган нийлүүлэгч аль хэдийн байна,
Internal Transfer,Дотоод шилжүүлэг,
Internal Work History,Дотоод ажлын түүх,
Internal transfers can only be done in company's default currency,Дотоод шилжүүлгийг зөвхөн компанийн үндсэн валютаар хийх боломжтой,
International,Олон улсын,
Internet,Интернет,
Internet Publishing,Интернет хэвлэл,
Interval,Интервал,
Interval UOM,Interval UOM,
Intervals,Интервалууд,
Interview,Ярилцлага,
Interview Detail,Ярилцлагын дэлгэрэнгүй,
Interview Feedback,Ярилцлагын санал хүсэлт,
Interview Feedback Reminder,Ярилцлагын санал хүсэлтийн сануулга,
Interview Feedback {0} submitted successfully,Ярилцлагын санал хүсэлтийг {0} амжилттай илгээлээ,
Interview Reminder,Ярилцлагын сануулга,
Interview Reminder Notification Template,Ярилцлагын сануулагчийн мэдэгдлийн загвар,
Interview Rescheduled successfully,Ярилцлагыг амжилттай дахин товлосон,
Interview Round,Ярилцлагын тойрог,
Interview Round {0} is only applicable for the Designation {1},Ярилцлагын {0}-р шат нь зөвхөн {1}-д зориулагдсан.,
Interview Round {0} is only for Designation {1}. Job Applicant has applied for the role {2},Ярилцлагын шат {0} нь зөвхөн {1}-д зориулагдсан. Ажил горилогч {2} албан тушаалд ажиллах хүсэлт гаргасан,
Interview Summary,Ярилцлагын хураангуй,
Interview Type,Ярилцлагын төрөл,
Interview overlaps with {0},{0}-тай ярилцлага давхцаж байна,
Interview: {0} Rescheduled,Ярилцлага: {0} Төлөвлөсөн,
Interviewer,Ярилцагч,
Interviewers,Ярилцлага авагчид,
Intra State tax category for GST State {0} already exists,GST State {0}-д зориулсан муж улсын татварын ангилал аль хэдийн бий,
Intra-State Supplies,Улсын дотоод хангамж,
Intro Video,Танилцуулга видео,
Introduction,Танилцуулга,
Invalid,Хүчингүй,
Invalid Account,Буруу данс,
Invalid Attribute,Хүчингүй атрибут,
Invalid Barcode. There is no Item attached to this barcode.,Буруу зураасан код. Энэ зураасан кодонд хавсаргасан зүйл байхгүй.,
Invalid Blanket Order for the selected Customer and Item,Сонгосон үйлчлүүлэгч болон бараа бүтээгдэхүүний захиалга буруу байна,
Invalid Checkout Request ID,Тооцоо хийх хүсэлтийн ID хүчингүй,
Invalid Child Procedure,Хүчингүй хүүхдийн журам,
Invalid Company for Inter Company Transaction.,Компани хоорондын гүйлгээнд хүчингүй компани.,
Invalid Consumer Key or Consumer Secret Key,Хэрэглэгчийн түлхүүр эсвэл хэрэглэгчийн нууц түлхүүр буруу,
Invalid Conversation ID,Харилцааны ID буруу,
Invalid Cost Center,Буруу зардлын төв,
Invalid Credentials,Хүчингүй итгэмжлэл,
Invalid Document,Хүчингүй баримт бичиг,
Invalid Fields,Хүчингүй талбарууд,
Invalid Filter,Буруу шүүлтүүр,
Invalid Formula,Хүчингүй томьёо,
Invalid GSTIN,GSTIN буруу,
Invalid Gross Purchase Amount,Нийт худалдан авалтын дүн буруу байна,
Invalid Healthcare Service Unit,Хүчингүй эрүүл мэндийн үйлчилгээний нэгж,
Invalid Item,Хүчингүй зүйл,
Invalid Item Defaults,Буруу зүйлийн өгөгдмөл,
Invalid Number of Service Units,Үйлчилгээний нэгжийн тоо буруу,
Invalid Opening Entry,Хүчингүй Нээлтийн оруулга,
Invalid PAN No. The input you've entered doesn't match the format of PAN.,PAN дугаар буруу байна. Таны оруулсан оролт PAN форматтай таарахгүй байна.,
Invalid POS Invoices,ПОС-ын нэхэмжлэх хүчингүй,
Invalid Parent Account,Эцэг эхийн данс буруу,
Invalid Part Number,Хэсгийн дугаар буруу,
Invalid Payroll Payable Account. The account currency must be {0} or {1},Цалингийн өглөгийн данс буруу байна. Дансны валют нь {0} эсвэл {1} байх ёстой,
Invalid Posting Time,Нийтлэх хугацаа буруу байна,
Invalid Primary Role,Үндсэн үүрэг буруу,
Invalid Priority,Хүчингүй тэргүүлэх чиглэл,
Invalid Quantity,Буруу тоо,
Invalid Schedule,Буруу хуваарь,
Invalid Selling Price,Худалдах үнэ буруу,
Invalid State,Хүчингүй төлөв,
Invalid Supply Type,Хүчингүй хангамжийн төрөл,
Invalid URL,Хүчингүй URL,
Invalid Value,Буруу утга,
Invalid Warehouse,Хүчингүй агуулах,
Invalid attribute {0} {1},Буруу атрибут {0} {1},
Invalid condition expression,Нөхцөл байдлын илэрхийлэл буруу,
Invalid credentials,Хүчингүй итгэмжлэл,
"Invalid lost reason {0}, please create a new lost reason","Алдагдсан шалтгаан {0} буруу, шинэ алдагдсан шалтгаан үүсгэнэ үү",
Invalid naming series (. missing) for {0},{0}-д буруу нэрлэх цуврал (. дутуу),
Invalid quantity specified for item {0}. Quantity should be greater than 0.,{0}-д заасан тоо хэмжээ буруу байна. Тоо хэмжээ 0-ээс их байх ёстой.,
Invalid reference {0} {1},Буруу лавлагаа {0} {1},
Invalid value {0} for {1} against account {2},{2} дансны эсрэг {1}-д {0} утга буруу байна,
Invalid {0},Буруу {0},
Invalid {0} for Inter Company Transaction.,Компани хоорондын гүйлгээний хувьд хүчингүй {0}.,
Invalid {0} or {1},Буруу {0} эсвэл {1},
Invalid {0}! The check digit validation has failed. Please ensure you've typed the {0} correctly.,Буруу {0}! Шалгах тоон баталгаажуулалт амжилтгүй боллоо. Та {0}-г зөв бичсэн эсэхээ шалгана уу.,
Invalid {0}: {1},Буруу {0}: {1},
Inventory,Бараа материал,
Investigated,Шалгасан,
Investigation Details,Мөрдөн байцаалтын дэлгэрэнгүй мэдээлэл,
Investigations,Мөрдөн байцаалтын ажиллагаа,
Investment Banking,Хөрөнгө оруулалтын банк,
Investments,Хөрөнгө оруулалт,
Invite as User,Хэрэглэгчээр урих,
Invited,Урьсан,
Invoice,Нэхэмжлэх,
Invoice Consumables Separately,Хэрэглээний материалыг тусад нь нэхэмжлэх,
Invoice Created,Нэхэмжлэх үүсгэсэн,
Invoice Date,Нэхэмжлэлийн өдөр,
Invoice Details,Нэхэмжлэхийн дэлгэрэнгүй мэдээлэл,
Invoice Discounting,Нэхэмжлэхийн хөнгөлөлт,
Invoice Grand Total,Нэхэмжлэхийн ерөнхий нийт,
Invoice ID,Нэхэмжлэхийн ID,
Invoice Limit,Нэхэмжлэхийн хязгаар,
Invoice No,Нэхэмжлэхийн дугаар,
Invoice Number,Нэхэмжлэлийн дугаар,
Invoice Patient Registration,Өвчтөний бүртгэлийн нэхэмжлэх,
Invoice Portion,Нэхэмжлэхийн хэсэг,
Invoice Portion (%),Нэхэмжлэхийн хэсэг (%),
Invoice Posting Date,Нэхэмжлэх байршуулах огноо,
Invoice Print Format,Нэхэмжлэх хэвлэх формат,
Invoice Ref,Нэхэмжлэхийн лавлагаа,
Invoice Separately as Consumables,Хэрэглээний материал болгон тусад нь нэхэмжлэх,
Invoice Series,Нэхэмжлэхийн цуврал,
Invoice Series Prefix,Нэхэмжлэхийн цуврал угтвар,
Invoice Status,Нэхэмжлэхийн төлөв,
Invoice Type,Нэхэмжлэхийн төрөл,
Invoice already created for all billing hours,Нэхэмжлэхийг бүх тооцооны цагаар үүсгэсэн,
Invoice can't be made for zero billing hour,Төлбөр тооцоогүй цагт нэхэмжлэх боломжгүй,
Invoice {0} no longer exists,{0} нэхэмжлэх байхгүй болсон,
Invoiced,Нэхэмжлэл гаргасан,
Invoiced Amount,Нэхэмжлэхийн дүн,
Invoiced Amount (Excl. Tax),Нэхэмжлэхийн дүн (Татвараас бусад),
Invoiced Qty,Нэхэмжлэх тоо,
Invoices,Нэхэмжлэх,
Invoices with no Place Of Supply,Нийлүүлэх газаргүй нэхэмжлэх,
Inward,Дотор,
Inward Supplies(liable to reverse charge),Дотоод хангамж (урвуу төлбөртэй),
Inward supplies from ISD,ISD-аас дотогшоо нийлүүлдэг,
Inward supplies liable to reverse charge (other than 1 & 2 above),Урвуу төлбөртэй дотоод хангамж (дээрх 1 ба 2-оос бусад),
Is Account Payable,Дансны өртэй,
Is Accrued,Хуримтлагдсан,
Is Active,Идэвхтэй байна,
Is Advance,Урьдчилгаа,
Is Applicable for Referral Bonus,Лавлагааны урамшуулалд хамаарна,
Is Billable,Нэхэмжлэх боломжтой,
Is Cancelled,Цуцлагдсан,
Is Carry Forward,Урагшаа урагшлуулах,
Is Company,Компани юм,
Is Company Account,Компанийн данс,
Is Compensatory,Нөхөн олговортой,
Is Consolidated,Нэгдсэн,
Is Container,Контейнер юм,
Is Correct,Зөв,
Is Corrective Job Card,Засварлах ажлын карт юм,
Is Corrective Operation,Засварлах ажиллагаа юм,
Is Cumulative,Хуримтлагдсан байна,
Is Customer Provided Item,Хэрэглэгчийн өгсөн зүйл,
Is Day Book Data Imported,Өдрийн номын өгөгдлийг импортолсон уу,
Is Day Book Data Processed,Өдрийн номын өгөгдлийг боловсруулж байна уу,
Is Default,Өгөгдмөл,
Is Default Account,Өгөгдмөл данс,
Is Default Language,Өгөгдмөл хэл,
Is Delivery Note Required for Sales Invoice Creation?,Борлуулалтын нэхэмжлэх үүсгэхэд хүргэлтийн тэмдэглэл шаардлагатай юу?,
Is Discounted,Хямдралтай,
Is Earned Leave,Чөлөө авсан,
Is Existing Asset,Одоо байгаа хөрөнгө,
Is Expired,Хугацаа дууссан,
Is Featured,Онцолсон,
Is Finance Cost,Санхүүгийн зардал,
Is Finance Cost Adjustment,Энэ бол санхүүгийн зардлын зохицуулалт юм,
Is Finished Item,Дууссан зүйл,
Is Fixed Asset,Үндсэн хөрөнгө,
Is Flexible Benefit,Уян хатан ашиг тустай,
Is Free Item,Үнэгүй зүйл,
Is Frozen,Хөлдсөн байна,
Is Group,Групп юм,
Is Income Tax Component,Орлогын татварын бүрэлдэхүүн хэсэг юм,
Is Income Tax Expense,Орлогын татварын зардал юм,
Is Income Tax Liability,Орлогын албан татварын өр төлбөр юм,
Is Inpatient,Хэвтэн эмчлүүлж байна,
Is Internal Customer,Дотоод үйлчлүүлэгч,
Is Internal Supplier,Дотоод ханган нийлүүлэгч юм,
Is Item from Hub,Hub-н зүйл,
Is Leave Without Pay,Цалингүй чөлөө,
Is Mandatory,Заавал байна,
Is Master Data Imported,Мастер өгөгдлийг импортлодог,
Is Master Data Processed,Мастер өгөгдлийг боловсруулж байна,
Is Milestone,Чухал чулуу,
Is Opening,Нээлттэй байна,
Is Opening Entry,Бүртгэлийг нээж байна,
Is Optional Leave,Нэмэлт чөлөө,
Is Order Completed,Захиалга дууссан,
Is Paid,Төлбөртэй,
Is Partially Paid Leave,Хэсэгчилсэн цалинтай чөлөө,
Is Process Loss,Процессын алдагдал юм,
Is Published,Нийтлэгдсэн,
Is Purchase Item,Худалдан авах зүйл,
Is Purchase Order Required for Purchase Invoice & Receipt Creation?,"Худалдан авалтын нэхэмжлэх, баримт үүсгэхийн тулд худалдан авалтын захиалга шаардлагатай юу?",
Is Purchase Receipt Required for Purchase Invoice Creation?,Худалдан авалтын нэхэмжлэх үүсгэхийн тулд худалдан авалтын баримт шаардлагатай юу?,
Is Rate Adjustment Entry (Debit Note),Үнийн зохицуулалтын бичилт (дебит тэмдэглэл),
Is Recurring,Дахин давтагдаж байна,
Is Recurring Additional Salary,Дахин давтагддаг нэмэлт цалин,
Is Recursive,Рекурсив байна,
Is Return,Буцах юм,
Is Return (Credit Note),Буцах нь (зээлийн тэмдэглэл),
Is Return (Debit Note),Буцах нь (дебит тэмдэглэл),
Is Reverse Charge Account,Урвуу төлбөрийн данс юм,
Is Sales Item,Борлуулалтын зүйл,
Is Sales Order Required for Sales Invoice & Delivery Note Creation?,"Борлуулалтын нэхэмжлэх, хүргэлтийн тэмдэглэл үүсгэхийн тулд борлуулалтын захиалга шаардлагатай юу?",
Is Scrap Item,Хаягдал зүйл,
Is Secured Loan,Барьцаалагдсан зээл,
Is Short Year,Богино жил,
Is Subcontracted,Туслан гүйцэтгэгчээр ажилладаг,
Is Tax Applicable,Татвар хэрэглэх боломжтой,
Is Template,Загвар юм,
Is Term Loan,Хугацаатай зээл,
Is Time-Bound,Хугацаатай,
Is Transporter,Тээвэрлэгч,
Is Working Capital,Эргэлтийн хөрөнгө,
Is a Subscription,Захиалга юм,
Is this Default?,Энэ өгөгдмөл үү?,
Is this Tax included in Basic Rate?,Энэ татвар үндсэн тарифт багтсан уу?,
Issue,Асуудал,
Issue Analytics,Асуудлын аналитик,
Issue Credit Note,Зээлийн бичиг гаргах,
Issue Date,Гаргасан огноо,
Issue Material,Асуудлын материал,
Issue Priority,Тэргүүлэх асуудал,
Issue Split From,Асуудал хуваах,
Issue Summary,Асуудлын хураангуй,
Issue Type,Асуудлын төрөл,
Issue a debit note with 0 qty against an existing Sales Invoice,Одоо байгаа Борлуулалтын нэхэмжлэхийн эсрэг 0 ширхэгтэй дебит бичгийг гарга,
"Issue detected with Mpesa configuration, check the error logs for more details",Mpesa тохиргоотой холбоотой асуудал илэрсэн тул алдааны бүртгэлээс дэлгэрэнгүй мэдээлэл авна уу,
Issued,Гаргасан,
Issued Items Against Work Order,Ажлын захиалгын эсрэг гаргасан зүйлс,
Issues,Асуудал,
Issuing Date,Гаргасан огноо,
It can take upto few hours for accurate stock values to be visible after merging items.,Зүйлүүдийг нэгтгэсний дараа хувьцааны үнэн зөв үнэ цэнэ харагдах хүртэл хэдэн цаг зарцуулагдана.,
It is needed to fetch Item Details.,Энэ нь зүйлийн дэлгэрэнгүй мэдээллийг татахад шаардлагатай.,
"It seems that there is an issue with the server's stripe configuration. In case of failure, the amount will get refunded to your account.",Серверийн зурвасын тохиргоонд асуудал гарсан бололтой. Хэрэв бүтэлгүйтсэн тохиолдолд мөнгийг таны дансанд буцаан олгох болно.,
Italic,Налуу,
Item,Зүйл,
Item 1,1-р зүйл,
Item 2,2-р зүйл,
Item 3,3-р зүйл,
Item 4,4-р зүйл,
Item 5,5-р зүйл,
Item Alternative,Зүйлийн хувилбар,
Item Attribute,Зүйлийн шинж чанар,
Item Attribute Value,Зүйлийн шинж чанарын утга,
Item Attribute Values,Зүйлийн шинж чанарын утгууд,
Item Balance (Simple),Барааны үлдэгдэл (Энгийн),
Item Barcode,Бар код,
Item Cart,Барааны сагс,
Item Classification,Зүйлийн ангилал,
Item Code,Барааны код,
Item Code (Drug),Барааны код (эм),
Item Code > Item Group > Brand,Барааны код > Барааны бүлэг > Брэнд,
Item Code cannot be changed for Serial No.,Барааны кодыг Серийн дугаарт өөрчлөх боломжгүй.,
Item Code is required,Барааны код шаардлагатай,
Item Code required at Row No {0},{0}-р эгнээнд барааны код шаардлагатай,
"Item Code, warehouse and quantity are required on row {0}","Барааны код, агуулах, тоо хэмжээг {0} мөрөнд оруулах шаардлагатай",
Item Code: {0} is not available under warehouse {1}.,Барааны код: {1} агуулахад {0} байхгүй.,
Item Customer Detail,Барааны хэрэглэгчийн дэлгэрэнгүй,
Item Default,Өгөгдмөл зүйл,
Item Defaults,Зүйлийн өгөгдмөл,
Item Description,Барааны тайлбар,
Item Details,Зүйлийн дэлгэрэнгүй мэдээлэл,
Item Fields,Зүйлийн талбарууд,
Item Group,Барааны бүлэг,
Item Group Defaults,Зүйлийн бүлгийн өгөгдмөл,
Item Group Name,Барааны бүлгийн нэр,
Item Group Tree,Зүйлийн бүлгийн мод,
Item Group not mentioned in item master for item {0},Зүйлийн бүлгийг {0} зүйлийн үндсэн дээр дурдаагүй,
Item Groups,Зүйлийн бүлгүүд,
Item Image (if not slideshow),Зүйлийн зураг (слайд үзүүлээгүй бол),
Item Locations,Барааны байршил,
Item Manager,Зүйлийн менежер,
Item Manufacturer,Барааны үйлдвэрлэгч,
Item Name,Зүйлийн нэр,
Item Naming By,Зүйлийг нэрлэсэн,
Item Price,Барааны үнэ,
Item Price Settings,Барааны үнийн тохиргоо,
Item Price Stock,Барааны үнийн Агуулах,
Item Price added for {0} in Price List {1},Барааны үнийг {1} үнийн жагсаалтад {0}-д нэмсэн,
"Item Price appears multiple times based on Price List, Supplier/Customer, Currency, Item, Batch, UOM, Qty, and Dates.","Барааны үнэ нь Үнийн жагсаалт, Нийлүүлэгч/Хэрэглэгч, Валют, Бараа, Багц, UOM, Тоо хэмжээ, огноо зэрэгт үндэслэн олон удаа харагдана.",
Item Price updated for {0} in Price List {1},Барааны үнийг {1} үнийн жагсаалтад {0}-д шинэчилсэн,
Item Prices,Барааны үнэ,
Item Quality Inspection Parameter,Зүйлийн чанарын хяналтын параметр,
Item Reference,Зүйлийн лавлагаа,
Item Reorder,Зүйлийг дахин эрэмбэлэх,
Item Reported,Мэдээлсэн зүйл,
Item Row {0}: {1} {2} does not exist in above '{1}' table,Зүйлийн мөр {0}: {1} {2} дээрх '{1}' хүснэгтэд байхгүй байна,
Item Serial No,Барааны серийн дугаар,
Item Shortage Report,Барааны хомсдлын тайлан,
Item Supplier,Бараа нийлүүлэгч,
Item Tax,Барааны татвар,
Item Tax Amount Included in Value,Үнэт зүйлд багтсан татварын дүн,
Item Tax Rate,Барааны татварын хувь хэмжээ,
Item Tax Row {0} must have account of type Tax or Income or Expense or Chargeable,"Зүйлийн татварын мөр {0} нь Татвар, Орлого, Зардал эсвэл Төлбөрийн төрлийн данстай байх ёстой",
Item Tax Template,Барааны татварын загвар,
Item Tax Template Detail,Барааны татварын загварын дэлгэрэнгүй,
Item Template,Зүйлийн загвар,
Item To Manufacture,Үйлдвэрлэх зүйл,
Item UOM,UOM зүйл,
Item Unavailable,Зүйл боломжгүй,
